Seq. No.,Code,Title,,,
1050,4245,Farm Product Raw Material Merchant Wholesalers ,,,
1051,42451,Grain and Field Bean Merchant Wholesalers ,,,
1052,424510,Grain and Field Bean Merchant Wholesalers ,,,
1053,42452,Livestock Merchant Wholesalers ,,,
1054,424520,Livestock Merchant Wholesalers ,,,
1055,42459,Other Farm Product Raw Material Merchant Wholesalers ,,,
1056,424590,Other Farm Product Raw Material Merchant Wholesalers ,,,
1057,4246,Chemical and Allied Products Merchant Wholesalers ,,,
1058,42461,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,,,
1059,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers ,,,
1060,42469,Other Chemical and Allied Products Merchant Wholesalers ,,,
1061,424690,Other Chemical and Allied Products Merchant Wholesalers ,,,
1062,4247,Petroleum and Petroleum Products Merchant Wholesalers ,,,
1063,42471,Petroleum Bulk Stations and Terminals ,,,
1064,424710,Petroleum Bulk Stations and Terminals ,,,
1065,42472,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,,,
1066,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,,,
1067,4248,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers ",,,
1068,42481,Beer and Ale Merchant Wholesalers ,,,
1069,424810,Beer and Ale Merchant Wholesalers ,,,
1070,42482,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,,,
1071,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers ,,,
1072,4249,Miscellaneous Nondurable Goods Merchant Wholesalers ,,,
1073,42491,Farm Supplies Merchant Wholesalers ,,,
1074,424910,Farm Supplies Merchant Wholesalers ,,,
1075,42492,"Book, Periodical, and Newspaper Merchant Wholesalers ",,,
1076,424920,"Book, Periodical, and Newspaper Merchant Wholesalers ",,,
1077,42493,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",,,
1078,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers ",,,
1079,42494,Tobacco and Tobacco Product Merchant Wholesalers ,,,
1080,424940,Tobacco and Tobacco Product Merchant Wholesalers ,,,
1081,42495,"Paint, Varnish, and Supplies Merchant Wholesalers ",,,
1082,424950,"Paint, Varnish, and Supplies Merchant Wholesalers ",,,
1083,42499,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,,,
1084,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers ,,,
1085,425,Wholesale Electronic Markets and Agents and Brokers ,,,
1086,4251,Wholesale Electronic Markets and Agents and Brokers ,,,
1087,42511,Business to Business Electronic Markets ,,,
1088,425110,Business to Business Electronic Markets ,,,
1089,42512,Wholesale Trade Agents and Brokers ,,,
1090,425120,Wholesale Trade Agents and Brokers ,,,
1091,44-45,Retail Trade,,,
1092,441,Motor Vehicle and Parts Dealers ,,,
1093,4411,Automobile Dealers ,,,
1094,44111,New Car Dealers ,,,
1095,441110,New Car Dealers ,,,
1096,44112,Used Car Dealers ,,,
1097,441120,Used Car Dealers ,,,
1098,4412,Other Motor Vehicle Dealers ,,,
1099,44121,Recreational Vehicle Dealers ,,,
1100,441210,Recreational Vehicle Dealers ,,,
1101,44122,"Motorcycle, Boat, and Other Motor Vehicle Dealers ",,,
1102,441222,Boat Dealers ,,,
1103,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers ",,,
1104,4413,"Automotive Parts, Accessories, and Tire Stores ",,,
1105,44131,Automotive Parts and Accessories Stores ,,,
1106,441310,Automotive Parts and Accessories Stores ,,,
1107,44132,Tire Dealers ,,,
1108,441320,Tire Dealers ,,,
1109,442,Furniture and Home Furnishings Stores ,,,
1110,4421,Furniture Stores ,,,
1111,44211,Furniture Stores ,,,
1112,442110,Furniture Stores ,,,
1113,4422,Home Furnishings Stores ,,,
1114,44221,Floor Covering Stores ,,,
1115,442210,Floor Covering Stores ,,,
1116,44229,Other Home Furnishings Stores ,,,
1117,442291,Window Treatment Stores ,,,
1118,442299,All Other Home Furnishings Stores ,,,
1119,443,Electronics and Appliance Stores ,,,
1120,4431,Electronics and Appliance Stores ,,,
1121,44314,Electronics and Appliance Stores ,,,
1122,443141,Household Appliance Stores ,,,
1123,443142,Electronics Stores ,,,
1124,444,Building Material and Garden Equipment and Supplies Dealers ,,,
1125,4441,Building Material and Supplies Dealers ,,,
1126,44411,Home Centers ,,,
1127,444110,Home Centers ,,,
1128,44412,Paint and Wallpaper Stores ,,,
1129,444120,Paint and Wallpaper Stores ,,,
1130,44413,Hardware Stores ,,,
1131,444130,Hardware Stores ,,,
1132,44419,Other Building Material Dealers ,,,
1133,444190,Other Building Material Dealers ,,,
1134,4442,Lawn and Garden Equipment and Supplies Stores ,,,
1135,44421,Outdoor Power Equipment Stores ,,,
1136,444210,Outdoor Power Equipment Stores ,,,
1137,44422,"Nursery, Garden Center, and Farm Supply Stores ",,,
1138,444220,"Nursery, Garden Center, and Farm Supply Stores ",,,
1139,445,Food and Beverage Stores ,,,
1140,4451,Grocery Stores ,,,
1141,44511,Supermarkets and Other Grocery (except Convenience) Stores ,,,
1142,445110,Supermarkets and Other Grocery (except Convenience) Stores ,,,
1143,44512,Convenience Stores ,,,
1144,445120,Convenience Stores ,,,
1145,4452,Specialty Food Stores ,,,
1146,44521,Meat Markets ,,,
1147,445210,Meat Markets ,,,
1148,44522,Fish and Seafood Markets ,,,
1149,445220,Fish and Seafood Markets ,,,
1150,44523,Fruit and Vegetable Markets ,,,
1151,445230,Fruit and Vegetable Markets ,,,
1152,44529,Other Specialty Food Stores ,,,
1153,445291,Baked Goods Stores ,,,
1154,445292,Confectionery and Nut Stores ,,,
1155,445299,All Other Specialty Food Stores ,,,
1156,4453,"Beer, Wine, and Liquor Stores ",,,
1157,44531,"Beer, Wine, and Liquor Stores ",,,
1158,445310,"Beer, Wine, and Liquor Stores ",,,
1159,446,Health and Personal Care Stores ,,,
1160,4461,Health and Personal Care Stores ,,,
1161,44611,Pharmacies and Drug Stores ,,,
1162,446110,Pharmacies and Drug Stores ,,,
1163,44612,"Cosmetics, Beauty Supplies, and Perfume Stores ",,,
1164,446120,"Cosmetics, Beauty Supplies, and Perfume Stores ",,,
1165,44613,Optical Goods Stores ,,,
1166,446130,Optical Goods Stores ,,,
1167,44619,Other Health and Personal Care Stores ,,,
1168,446191,Food (Health) Supplement Stores ,,,
1169,446199,All Other Health and Personal Care Stores ,,,
1170,447,Gasoline Stations ,,,
1171,4471,Gasoline Stations ,,,
1172,44711,Gasoline Stations with Convenience Stores ,,,
1173,447110,Gasoline Stations with Convenience Stores ,,,
1174,44719,Other Gasoline Stations ,,,
1175,447190,Other Gasoline Stations ,,,
1176,448,Clothing and Clothing Accessories Stores ,,,
1177,4481,Clothing Stores ,,,
1178,44811,Men's Clothing Stores ,,,
1179,448110,Men's Clothing Stores ,,,
1180,44812,Women's Clothing Stores ,,,
1181,448120,Women's Clothing Stores ,,,
1182,44813,Children's and Infants' Clothing Stores ,,,
1183,448130,Children's and Infants' Clothing Stores ,,,
1184,44814,Family Clothing Stores ,,,
1185,448140,Family Clothing Stores ,,,
1186,44815,Clothing Accessories Stores ,,,
1187,448150,Clothing Accessories Stores ,,,
1188,44819,Other Clothing Stores ,,,
1189,448190,Other Clothing Stores ,,,
1190,4482,Shoe Stores ,,,
1191,44821,Shoe Stores ,,,
1192,448210,Shoe Stores ,,,
1193,4483,"Jewelry, Luggage, and Leather Goods Stores ",,,
1194,44831,Jewelry Stores ,,,
1195,448310,Jewelry Stores ,,,
1196,44832,Luggage and Leather Goods Stores ,,,
1197,448320,Luggage and Leather Goods Stores ,,,
1198,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores ",,,
1199,4511,"Sporting Goods, Hobby, and Musical Instrument Stores ",,,
1200,45111,Sporting Goods Stores ,,,
1201,451110,Sporting Goods Stores ,,,
1202,45112,"Hobby, Toy, and Game Stores ",,,
1203,451120,"Hobby, Toy, and Game Stores ",,,
1204,45113,"Sewing, Needlework, and Piece Goods Stores ",,,
1205,451130,"Sewing, Needlework, and Piece Goods Stores ",,,
1206,45114,Musical Instrument and Supplies Stores ,,,
1207,451140,Musical Instrument and Supplies Stores ,,,
1208,4512,Book Stores and News Dealers ,,,
1209,45121,Book Stores and News Dealers ,,,
1210,451211,Book Stores ,,,
1211,451212,News Dealers and Newsstands ,,,
1212,452,General Merchandise Stores ,,,
1213,4522,Department Stores ,,,
1214,45221,Department Stores ,,,
1215,452210,Department Stores ,,,
1216,4523,"General Merchandise Stores, including Warehouse Clubs and Supercenters ",,,
1217,45231,"General Merchandise Stores, including Warehouse Clubs and Supercenters ",,,
1218,452311,Warehouse Clubs and Supercenters ,,,
1219,452319,All Other General Merchandise Stores ,,,
1220,453,Miscellaneous Store Retailers ,,,
1221,4531,Florists ,,,
1222,45311,Florists ,,,
1223,453110,Florists ,,,
1224,4532,"Office Supplies, Stationery, and Gift Stores ",,,
1225,45321,Office Supplies and Stationery Stores ,,,
1226,453210,Office Supplies and Stationery Stores ,,,
1227,45322,"Gift, Novelty, and Souvenir Stores ",,,
1228,453220,"Gift, Novelty, and Souvenir Stores ",,,
1229,4533,Used Merchandise Stores ,,,
1230,45331,Used Merchandise Stores ,,,
1231,453310,Used Merchandise Stores ,,,
1232,4539,Other Miscellaneous Store Retailers ,,,
1233,45391,Pet and Pet Supplies Stores ,,,
1234,453910,Pet and Pet Supplies Stores ,,,
1235,45392,Art Dealers ,,,
1236,453920,Art Dealers ,,,
1237,45393,Manufactured (Mobile) Home Dealers ,,,
1238,453930,Manufactured (Mobile) Home Dealers ,,,
1239,45399,All Other Miscellaneous Store Retailers ,,,
1240,453991,Tobacco Stores ,,,
1241,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores) ,,,
1242,454,Nonstore Retailers ,,,
1243,4541,Electronic Shopping and Mail-Order Houses ,,,
1244,45411,Electronic Shopping and Mail-Order Houses ,,,
1245,454110,Electronic Shopping and Mail-Order Houses ,,,
1246,4542,Vending Machine Operators ,,,
1247,45421,Vending Machine Operators ,,,
1248,454210,Vending Machine Operators ,,,
1249,4543,Direct Selling Establishments ,,,
1250,45431,Fuel Dealers ,,,
1251,454310,Fuel Dealers ,,,
1252,45439,Other Direct Selling Establishments ,,,
1253,454390,Other Direct Selling Establishments ,,,
1254,48-49,Transportation and Warehousing,,,
1255,481,Air Transportation,,,
1256,4811,Scheduled Air Transportation,,,
1257,48111,Scheduled Air Transportation,,,
1258,481111,Scheduled Passenger Air Transportation ,,,
1259,481112,Scheduled Freight Air Transportation ,,,
1260,4812,Nonscheduled Air Transportation,,,
1261,48121,Nonscheduled Air Transportation,,,
1262,481211,Nonscheduled Chartered Passenger Air Transportation ,,,
1263,481212,Nonscheduled Chartered Freight Air Transportation ,,,
1264,481219,Other Nonscheduled Air Transportation ,,,
1265,482,Rail Transportation,,,
1266,4821,Rail Transportation,,,
1267,48211,Rail Transportation,,,
1268,482111,Line-Haul Railroads ,,,
1269,482112,Short Line Railroads ,,,
1270,483,Water Transportation,,,
1271,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",,,
1272,48311,"Deep Sea, Coastal, and Great Lakes Water Transportation",,,
1273,483111,Deep Sea Freight Transportation ,,,
1274,483112,Deep Sea Passenger Transportation ,,,
1275,483113,Coastal and Great Lakes Freight Transportation ,,,
1276,483114,Coastal and Great Lakes Passenger Transportation ,,,
1277,4832,Inland Water Transportation,,,
1278,48321,Inland Water Transportation,,,
1279,483211,Inland Water Freight Transportation ,,,
1280,483212,Inland Water Passenger Transportation ,,,
1281,484,Truck Transportation,,,
1282,4841,General Freight Trucking,,,
1283,48411,"General Freight Trucking, Local",,,
1284,484110,"General Freight Trucking, Local ",,,
1285,48412,"General Freight Trucking, Long-Distance",,,
1286,484121,"General Freight Trucking, Long-Distance, Truckload ",,,
1287,484122,"General Freight Trucking, Long-Distance, Less Than Truckload ",,,
1288,4842,Specialized Freight Trucking,,,
1289,48421,Used Household and Office Goods Moving,,,
1290,484210,Used Household and Office Goods Moving,,,
1291,48422,"Specialized Freight (except Used Goods) Trucking, Local",,,
1292,484220,"Specialized Freight (except Used Goods) Trucking, Local ",,,
1293,48423,"Specialized Freight (except Used Goods) Trucking, Long-Distance",,,
1294,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",,,
1295,485,Transit and Ground Passenger Transportation,,,
1296,4851,Urban Transit Systems,,,
1297,48511,Urban Transit Systems,,,
1298,485111,Mixed Mode Transit Systems ,,,
1299,485112,Commuter Rail Systems ,,,
1300,485113,Bus and Other Motor Vehicle Transit Systems ,,,
1301,485119,Other Urban Transit Systems ,,,
1302,4852,Interurban and Rural Bus Transportation,,,
1303,48521,Interurban and Rural Bus Transportation,,,
1304,485210,Interurban and Rural Bus Transportation,,,
1305,4853,Taxi and Limousine Service,,,
1306,48531,Taxi Service,,,
1307,485310,Taxi Service ,,,
1308,48532,Limousine Service,,,
1309,485320,Limousine Service,,,
1310,4854,School and Employee Bus Transportation,,,
1311,48541,School and Employee Bus Transportation,,,
1312,485410,School and Employee Bus Transportation,,,
1313,4855,Charter Bus Industry,,,
1314,48551,Charter Bus Industry,,,
1315,485510,Charter Bus Industry,,,
1316,4859,Other Transit and Ground Passenger Transportation,,,
1317,48599,Other Transit and Ground Passenger Transportation,,,
1318,485991,Special Needs Transportation ,,,
1319,485999,All Other Transit and Ground Passenger Transportation ,,,
1320,486,Pipeline Transportation,,,
1321,4861,Pipeline Transportation of Crude Oil,,,
1322,48611,Pipeline Transportation of Crude Oil,,,
1323,486110,Pipeline Transportation of Crude Oil,,,
1324,4862,Pipeline Transportation of Natural Gas,,,
1325,48621,Pipeline Transportation of Natural Gas,,,
1326,486210,Pipeline Transportation of Natural Gas,,,
1327,4869,Other Pipeline Transportation,,,
1328,48691,Pipeline Transportation of Refined Petroleum Products,,,
1329,486910,Pipeline Transportation of Refined Petroleum Products,,,
1330,48699,All Other Pipeline Transportation,,,
1331,486990,All Other Pipeline Transportation,,,
1332,487,Scenic and Sightseeing Transportation,,,
1333,4871,"Scenic and Sightseeing Transportation, Land",,,
1334,48711,"Scenic and Sightseeing Transportation, Land",,,
1335,487110,"Scenic and Sightseeing Transportation, Land",,,
1336,4872,"Scenic and Sightseeing Transportation, Water",,,
1337,48721,"Scenic and Sightseeing Transportation, Water",,,
1338,487210,"Scenic and Sightseeing Transportation, Water",,,
1339,4879,"Scenic and Sightseeing Transportation, Other",,,
1340,48799,"Scenic and Sightseeing Transportation, Other",,,
1341,487990,"Scenic and Sightseeing Transportation, Other",,,
1342,488,Support Activities for Transportation,,,
1343,4881,Support Activities for Air Transportation,,,
1344,48811,Airport Operations,,,
1345,488111,Air Traffic Control,,,
1346,488119,Other Airport Operations ,,,
1347,48819,Other Support Activities for Air Transportation,,,
1348,488190,Other Support Activities for Air Transportation,,,
1349,4882,Support Activities for Rail Transportation,,,
1350,48821,Support Activities for Rail Transportation,,,
1351,488210,Support Activities for Rail Transportation,,,
1352,4883,Support Activities for Water Transportation,,,
1353,48831,Port and Harbor Operations,,,
1354,488310,Port and Harbor Operations,,,
1355,48832,Marine Cargo Handling,,,
1356,488320,Marine Cargo Handling,,,
1357,48833,Navigational Services to Shipping,,,
1358,488330,Navigational Services to Shipping ,,,
1359,48839,Other Support Activities for Water Transportation,,,
1360,488390,Other Support Activities for Water Transportation,,,
1361,4884,Support Activities for Road Transportation,,,
1362,48841,Motor Vehicle Towing,,,
1363,488410,Motor Vehicle Towing,,,
1364,48849,Other Support Activities for Road Transportation,,,
1365,488490,Other Support Activities for Road Transportation ,,,
1366,4885,Freight Transportation Arrangement,,,
1367,48851,Freight Transportation Arrangement,,,
1368,488510,Freight Transportation Arrangement ,,,
1369,4889,Other Support Activities for Transportation,,,
1370,48899,Other Support Activities for Transportation,,,
1371,488991,Packing and Crating ,,,
1372,488999,All Other Support Activities for Transportation ,,,
1373,491,Postal Service,,,
1374,4911,Postal Service,,,
1375,49111,Postal Service,,,
1376,491110,Postal Service,,,
1377,492,Couriers and Messengers,,,
1378,4921,Couriers and Express Delivery Services,,,
1379,49211,Couriers and Express Delivery Services,,,
1380,492110,Couriers and Express Delivery Services,,,
1381,4922,Local Messengers and Local Delivery,,,
1382,49221,Local Messengers and Local Delivery,,,
1383,492210,Local Messengers and Local Delivery,,,
1384,493,Warehousing and Storage,,,
1385,4931,Warehousing and Storage,,,
1386,49311,General Warehousing and Storage,,,
1387,493110,General Warehousing and Storage ,,,
1388,49312,Refrigerated Warehousing and Storage,,,
1389,493120,Refrigerated Warehousing and Storage,,,
1390,49313,Farm Product Warehousing and Storage,,,
1391,493130,Farm Product Warehousing and Storage,,,
1392,49319,Other Warehousing and Storage,,,
1393,493190,Other Warehousing and Storage,,,
1394,51,Information,,,
1395,511,Publishing Industries (except Internet),,,
1396,5111,"Newspaper, Periodical, Book, and Directory Publishers",,,
1397,51111,Newspaper Publishers,,,
1398,511110,Newspaper Publishers ,,,
1399,51112,Periodical Publishers,,,
1400,511120,Periodical Publishers ,,,
1401,51113,Book Publishers,,,
1402,511130,Book Publishers ,,,
1403,51114,Directory and Mailing List Publishers,,,
1404,511140,Directory and Mailing List Publishers ,,,
1405,51119,Other Publishers,,,
1406,511191,Greeting Card Publishers ,,,
1407,511199,All Other Publishers ,,,
1408,5112,Software Publishers,,,
1409,51121,Software Publishers,,,
1410,511210,Software Publishers,,,
1411,512,Motion Picture and Sound Recording Industries,,,
1412,5121,Motion Picture and Video Industries,,,
1413,51211,Motion Picture and Video Production,,,
1414,512110,Motion Picture and Video Production ,,,
1415,51212,Motion Picture and Video Distribution,,,
1416,512120,Motion Picture and Video Distribution,,,
1417,51213,Motion Picture and Video Exhibition,,,
1418,512131,Motion Picture Theaters (except Drive-Ins) ,,,
1419,512132,Drive-In Motion Picture Theaters ,,,
1420,51219,Postproduction Services and Other Motion Picture and Video Industries,,,
1421,512191,Teleproduction and Other Postproduction Services ,,,
1422,512199,Other Motion Picture and Video Industries ,,,
1423,5122,Sound Recording Industries,,,
1424,51223,Music Publishers,,,
1425,512230,Music Publishers,,,
1426,51224,Sound Recording Studios,,,
1427,512240,Sound Recording Studios,,,
1428,51225,Record Production and Distribution,,,
1429,512250,Record Production and Distribution,,,
1430,51229,Other Sound Recording Industries,,,
1431,512290,Other Sound Recording Industries,,,
1432,515,Broadcasting (except Internet),,,
1433,5151,Radio and Television Broadcasting,,,
1434,51511,Radio Broadcasting,,,
1435,515111,Radio Networks ,,,
1436,515112,Radio Stations ,,,
1437,51512,Television Broadcasting,,,
1438,515120,Television Broadcasting,,,
1439,5152,Cable and Other Subscription Programming,,,
1440,51521,Cable and Other Subscription Programming,,,
1441,515210,Cable and Other Subscription Programming,,,
1442,517,Telecommunications,,,
1443,5173,Wired and Wireless Telecommunications Carriers,,,
1444,51731,Wired and Wireless Telecommunications Carriers,,,
1445,517311,Wired Telecommunications Carriers ,,,
1446,517312,Wireless Telecommunications Carriers (except Satellite),,,
1447,5174,Satellite Telecommunications,,,
1448,51741,Satellite Telecommunications,,,
1449,517410,Satellite Telecommunications,,,
1450,5179,Other Telecommunications,,,
1451,51791,Other Telecommunications,,,
1452,517911,Telecommunications Resellers ,,,
1453,517919,All Other Telecommunications ,,,
1454,518,"Data Processing, Hosting, and Related Services",,,
1455,5182,"Data Processing, Hosting, and Related Services",,,
1456,51821,"Data Processing, Hosting, and Related Services",,,
1457,518210,"Data Processing, Hosting, and Related Services",,,
1458,519,Other Information Services,,,
1459,5191,Other Information Services,,,
1460,51911,News Syndicates,,,
1461,519110,News Syndicates,,,
1462,51912,Libraries and Archives,,,
1463,519120,Libraries and Archives ,,,
1464,51913,Internet Publishing and Broadcasting and Web Search Portals,,,
1465,519130,Internet Publishing and Broadcasting and Web Search Portals,,,
1466,51919,All Other Information Services,,,
1467,519190,All Other Information Services,,,
1468,52,Finance and Insurance,,,
1469,521,Monetary Authorities-Central Bank,,,
1470,5211,Monetary Authorities-Central Bank,,,
1471,52111,Monetary Authorities-Central Bank,,,
1472,521110,Monetary Authorities-Central Bank,,,
1473,522,Credit Intermediation and Related Activities,,,
1474,5221,Depository Credit Intermediation ,,,
1475,52211,Commercial Banking ,,,
1476,522110,Commercial Banking ,,,
1477,52212,Savings Institutions ,,,
1478,522120,Savings Institutions ,,,
1479,52213,Credit Unions ,,,
1480,522130,Credit Unions ,,,
1481,52219,Other Depository Credit Intermediation ,,,
1482,522190,Other Depository Credit Intermediation ,,,
1483,5222,Nondepository Credit Intermediation ,,,
1484,52221,Credit Card Issuing ,,,
1485,522210,Credit Card Issuing ,,,
1486,52222,Sales Financing ,,,
1487,522220,Sales Financing ,,,
1488,52229,Other Nondepository Credit Intermediation ,,,
1489,522291,Consumer Lending ,,,
1490,522292,Real Estate Credit ,,,
1491,522293,International Trade Financing ,,,
1492,522294,Secondary Market Financing ,,,
1493,522298,All Other Nondepository Credit Intermediation ,,,
1494,5223,Activities Related to Credit Intermediation ,,,
1495,52231,Mortgage and Nonmortgage Loan Brokers ,,,
1496,522310,Mortgage and Nonmortgage Loan Brokers ,,,
1497,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",,,
1498,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",,,
1499,52239,Other Activities Related to Credit Intermediation ,,,
1500,522390,Other Activities Related to Credit Intermediation ,,,
1501,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",,,
1502,5231,Securities and Commodity Contracts Intermediation and Brokerage,,,
1503,52311,Investment Banking and Securities Dealing ,,,
1504,523110,Investment Banking and Securities Dealing ,,,
1505,52312,Securities Brokerage ,,,
1506,523120,Securities Brokerage ,,,
1507,52313,Commodity Contracts Dealing ,,,
1508,523130,Commodity Contracts Dealing ,,,
1509,52314,Commodity Contracts Brokerage ,,,
1510,523140,Commodity Contracts Brokerage ,,,
1511,5232,Securities and Commodity Exchanges,,,
1512,52321,Securities and Commodity Exchanges,,,
1513,523210,Securities and Commodity Exchanges,,,
1514,5239,Other Financial Investment Activities,,,
1515,52391,Miscellaneous Intermediation ,,,
1516,523910,Miscellaneous Intermediation ,,,
1517,52392,Portfolio Management ,,,
1518,523920,Portfolio Management ,,,
1519,52393,Investment Advice ,,,
1520,523930,Investment Advice ,,,
1521,52399,All Other Financial Investment Activities ,,,
1522,523991,"Trust, Fiduciary, and Custody Activities ",,,
1523,523999,Miscellaneous Financial Investment Activities ,,,
1524,524,Insurance Carriers and Related Activities,,,
1525,5241,Insurance Carriers,,,
1526,52411,"Direct Life, Health, and Medical Insurance Carriers ",,,
1527,524113,Direct Life Insurance Carriers ,,,
1528,524114,Direct Health and Medical Insurance Carriers ,,,
1529,52412,"Direct Insurance (except Life, Health, and Medical) Carriers ",,,
1530,524126,Direct Property and Casualty Insurance Carriers ,,,
1531,524127,Direct Title Insurance Carriers ,,,
1532,524128,"Other Direct Insurance (except Life, Health, and Medical) Carriers ",,,
1533,52413,Reinsurance Carriers ,,,
1534,524130,Reinsurance Carriers ,,,
1535,5242,"Agencies, Brokerages, and Other Insurance Related Activities",,,
1536,52421,Insurance Agencies and Brokerages ,,,
1537,524210,Insurance Agencies and Brokerages ,,,
1538,52429,Other Insurance Related Activities ,,,
1539,524291,Claims Adjusting ,,,
1540,524292,Third Party Administration of Insurance and Pension Funds ,,,
1541,524298,All Other Insurance Related Activities ,,,
1542,525,"Funds, Trusts, and Other Financial Vehicles ",,,
1543,5251,Insurance and Employee Benefit Funds ,,,
1544,52511,Pension Funds ,,,
1545,525110,Pension Funds ,,,
1546,52512,Health and Welfare Funds ,,,
1547,525120,Health and Welfare Funds ,,,
1548,52519,Other Insurance Funds ,,,
1549,525190,Other Insurance Funds ,,,
1550,5259,Other Investment Pools and Funds,,,
1551,52591,Open-End Investment Funds ,,,
1552,525910,Open-End Investment Funds ,,,
1553,52592,"Trusts, Estates, and Agency Accounts ",,,
1554,525920,"Trusts, Estates, and Agency Accounts ",,,
1555,52599,Other Financial Vehicles ,,,
1556,525990,Other Financial Vehicles ,,,
1557,53,Real Estate and Rental and Leasing,,,
1558,531,Real Estate,,,
1559,5311,Lessors of Real Estate,,,
1560,53111,Lessors of Residential Buildings and Dwellings ,,,
1561,531110,Lessors of Residential Buildings and Dwellings ,,,
1562,53112,Lessors of Nonresidential Buildings (except Miniwarehouses) ,,,
1563,531120,Lessors of Nonresidential Buildings (except Miniwarehouses) ,,,
1564,53113,Lessors of Miniwarehouses and Self-Storage Units ,,,
1565,531130,Lessors of Miniwarehouses and Self-Storage Units ,,,
1566,53119,Lessors of Other Real Estate Property ,,,
1567,531190,Lessors of Other Real Estate Property ,,,
1568,5312,Offices of Real Estate Agents and Brokers,,,
1569,53121,Offices of Real Estate Agents and Brokers,,,
1570,531210,Offices of Real Estate Agents and Brokers,,,
1571,5313,Activities Related to Real Estate,,,
1572,53131,Real Estate Property Managers ,,,
1573,531311,Residential Property Managers ,,,
1574,531312,Nonresidential Property Managers ,,,
1575,53132,Offices of Real Estate Appraisers ,,,
1576,531320,Offices of Real Estate Appraisers ,,,
1577,53139,Other Activities Related to Real Estate ,,,
1578,531390,Other Activities Related to Real Estate ,,,
1579,532,Rental and Leasing Services,,,
1580,5321,Automotive Equipment Rental and Leasing,,,
1581,53211,Passenger Car Rental and Leasing,,,
1582,532111,Passenger Car Rental ,,,
1583,532112,Passenger Car Leasing ,,,
1584,53212,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",,,
1585,532120,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing ",,,
1586,5322,Consumer Goods Rental,,,
1587,53221,Consumer Electronics and Appliances Rental,,,
1588,532210,Consumer Electronics and Appliances Rental,,,
1589,53228,Other Consumer Goods Rental ,,,
1590,532281,Formal Wear and Costume Rental,,,
1591,532282,Video Tape and Disc Rental,,,
1592,532283,Home Health Equipment Rental ,,,
1593,532284,Recreational Goods Rental ,,,
1594,532289,All Other Consumer Goods Rental ,,,
1595,5323,General Rental Centers,,,
1596,53231,General Rental Centers,,,
1597,532310,General Rental Centers,,,
1598,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,,,
1599,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing",,,
1600,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing ",,,
1601,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing ",,,
1602,53242,Office Machinery and Equipment Rental and Leasing,,,
1603,532420,Office Machinery and Equipment Rental and Leasing,,,
1604,53249,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,,,
1605,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,,
1606,533,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,,
1607,5331,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,,
1608,53311,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,,
1609,533110,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,,
1610,54,"Professional, Scientific, and Technical Services",,,
1611,541,"Professional, Scientific, and Technical Services",,,
1612,5411,Legal Services,,,
1613,54111,Offices of Lawyers,,,
1614,541110,Offices of Lawyers,,,
1615,54112,Offices of Notaries,,,
1616,541120,Offices of Notaries,,,
1617,54119,Other Legal Services,,,
1618,541191,Title Abstract and Settlement Offices ,,,
1619,541199,All Other Legal Services ,,,
1620,5412,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",,,
1621,54121,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",,,
1622,541211,Offices of Certified Public Accountants ,,,
1623,541213,Tax Preparation Services ,,,
1624,541214,Payroll Services ,,,
1625,541219,Other Accounting Services ,,,
1626,5413,"Architectural, Engineering, and Related Services",,,
1627,54131,Architectural Services,,,
